ID_CP,COD_POSTAL,CODIGO_INE,RentMedPer_count,RentMedPer_min,RentMedPer_max,RentMedPer_mean,RentMedHog_count,RentMedHog_min,RentMedHog_max,RentMedHog_mean,NPRO,NMUN
80380000001,"08262",8038,6,14849.000000,17077.000000,16080.833333,6,36937.000000,49633.000000,41271.833333,Barcelona,Callús
81300000002,"08605",8130,4,14224.000000,16032.000000,15308.250000,4,35825.000000,47740.000000,40687.250000,Barcelona,Montclar
81570000002,"08780",8157,8,14059.000000,22378.000000,17225.375000,8,37978.000000,68392.000000,47661.125000,Barcelona,Pallejà
80190000031,"08007",8019,11,15240.000000,28148.000000,22468.181818,11,33778.000000,67110.000000,51683.818182,Barcelona,Barcelona
89020000001,"08410",8902,11,8204.000000,19741.000000,15841.636364,11,24307.000000,57685.000000,44844.454545,Barcelona,Vilanova del Vallès
80440000001,"08786",8044,7,12243.000000,15669.000000,14277.142857,7,30255.000000,40114.000000,36438.285714,Barcelona,Capellades
80070000001,"08358",8007,12,14439.000000,22392.000000,17169.416667,12,36357.000000,65199.000000,46815.166667,Barcelona,Arenys de Munt
81290000004,"08529",8129,9,12231.000000,20366.000000,16303.555556,9,35613.000000,63734.000000,44330.222222,Barcelona,Muntanyola
81710000001,"08513",8171,5,14059.000000,16081.000000,15318.400000,5,36971.000000,48681.000000,41651.600000,Barcelona,Prats de Lluçanès
80140000001,"08591",8014,5,14410.000000,18773.000000,16267.200000,5,35676.000000,48911.000000,41473.200000,Barcelona,Aiguafreda
81230000001,"08750",8123,24,13979.000000,28706.000000,17074.333333,24,35046.000000,94108.000000,45998.125000,Barcelona,Molins de Rei
80120000001,"08279",8012,8,13452.000000,17639.000000,15639.375000,8,36077.000000,48681.000000,41456.500000,Barcelona,Avinyó
81480000001,"08818",8148,10,13514.000000,24972.000000,16528.200000,10,38849.000000,62006.000000,45257.400000,Barcelona,Olivella
82030000001,"08396",8203,7,12264.000000,18823.000000,15504.714286,7,33214.000000,48778.000000,40640.000000,Barcelona,Sant Cebrià de Vallalta
82870000001,"08775",8287,7,12704.000000,16742.000000,14813.142857,7,32834.000000,44900.000000,38335.714286,Barcelona,Torrelavit
81880000001,"08517",8188,6,14309.000000,17217.000000,15739.166667,6,33661.000000,58110.000000,41561.166667,Barcelona,Sagàs
81240000002,"08100",8124,35,8498.000000,18447.000000,14632.400000,35,26328.000000,52144.000000,38216.628571,Barcelona,Mollet del Vallès
80250000001,"08294",8025,7,14086.000000,18610.000000,16297.428571,7,32736.000000,52527.000000,43075.142857,Barcelona,"Bruc, El"
80820000001,"08495",8082,9,11894.000000,14307.000000,13201.222222,9,30395.000000,37730.000000,34524.666667,Barcelona,Fogars de la Selva
80190000043,"08014",8019,61,11158.000000,24435.000000,17922.426230,61,30813.000000,57721.000000,41562.836066,Barcelona,Barcelona
82140000001,"08339",8214,14,13427.000000,24993.000000,18930.071429,14,33467.000000,71638.000000,53010.214286,Barcelona,Vilassar de Dalt
82960000001,"08188",8296,7,16731.000000,22584.000000,18880.285714,7,47495.000000,71084.000000,55008.142857,Barcelona,Vallromanes
80190000044,"08022",8019,31,20266.000000,34765.000000,28344.193548,31,46696.000000,98221.000000,73966.096774,Barcelona,Barcelona
81600000002,"08589",8160,6,14059.000000,17272.000000,15978.666667,6,37230.000000,47498.000000,41154.166667,Barcelona,Perafita
80610000001,"08297",8061,7,12893.000000,16780.000000,15084.857143,7,32736.000000,48869.000000,39845.714286,Barcelona,Castellgalí
82010000001,"08589",8201,5,14343.000000,17238.000000,15776.800000,5,37249.000000,43255.000000,40319.200000,Barcelona,Sant Boi de Lluçanès
82270000001,"08731",8227,8,11396.000000,19228.000000,14357.625000,8,27368.000000,55356.000000,39339.125000,Barcelona,Sant Martí Sarroca
83050000001,"08720",8305,29,11136.000000,19619.000000,14950.344828,29,29031.000000,55356.000000,38993.758621,Barcelona,Vilafranca del Penedès
80190000038,"08038",8019,31,11148.000000,20476.000000,14934.419355,31,28306.000000,50868.000000,36734.580645,Barcelona,Barcelona
80190000039,"08004",8019,43,11148.000000,20476.000000,15466.418605,43,28306.000000,50868.000000,36645.139535,Barcelona,Barcelona
80190000040,"08039",8019,6,12469.000000,19719.000000,14804.666667,6,30218.000000,42945.000000,34207.833333,Barcelona,Barcelona
80190000041,"08003",8019,29,10510.000000,24193.000000,14922.827586,29,24276.000000,63952.000000,32535.896552,Barcelona,Barcelona
80190000042,"08005",8019,41,13150.000000,31542.000000,19465.243902,41,32134.000000,84079.000000,48239.317073,Barcelona,Barcelona
83070000002,"08810",8307,1,10864.000000,10864.000000,10864.000000,1,28074.000000,28074.000000,28074.000000,Barcelona,Vilanova i la Geltrú
80170000002,"08554",8017,4,14479.000000,20366.000000,16375.250000,4,39858.000000,63734.000000,46652.750000,Barcelona,Seva
81590000003,"08185",8159,3,15405.000000,18593.000000,16697.000000,3,42160.000000,53705.000000,46563.666667,Barcelona,Parets del Vallès
80960000004,"08404",8096,3,12356.000000,18102.000000,15960.333333,3,32168.000000,50539.000000,44292.000000,Barcelona,"Roca del Vallès, La"
81010000009,"08075",8101,1,17968.000000,17968.000000,17968.000000,1,44300.000000,44300.000000,44300.000000,Barcelona,"Hospitalet de Llobregat, L'"
80190000045,"08075",8019,2,16987.000000,17968.000000,17477.500000,2,41233.000000,44300.000000,42766.500000,Barcelona,"Hospitalet de Llobregat, L'"
80480000002,"08789",8048,1,15023.000000,15023.000000,15023.000000,1,38632.000000,38632.000000,38632.000000,Barcelona,Carme
80800000001,"08698",8080,8,13507.000000,20502.000000,16904.250000,8,33517.000000,44621.000000,39040.125000,Barcelona,Fígols
82250000001,"08515",8225,4,14059.000000,17272.000000,16060.750000,4,37230.000000,47498.000000,42406.500000,Barcelona,Sant Martí d'Albars
80180000002,"08670",8018,4,13994.000000,17639.000000,15555.250000,4,35177.000000,48231.000000,39110.250000,Barcelona,Balsareny
81620000003,"08292",8162,2,14873.000000,17747.000000,16310.000000,2,39013.000000,49490.000000,44251.500000,Barcelona,"Hostalets de Pierola, Els"
320130000002,"32526",32013,2,10465.000000,12410.000000,11437.500000,2,22204.000000,25032.000000,23618.000000,Ourense,Boborás
320240000004,"32800",32024,3,11448.000000,11720.000000,11555.333333,3,25523.000000,27202.000000,26535.000000,Ourense,Celanova
320630000003,"32782",32063,2,12226.000000,12523.000000,12374.500000,2,24759.000000,28540.000000,26649.500000,Ourense,"Pobra de Trives, A"
320630000004,"32788",32063,2,12226.000000,12566.000000,12396.000000,2,23792.000000,24759.000000,24275.500000,Ourense,"Pobra de Trives, A"
320630000005,"32780",32063,2,12226.000000,14379.000000,13302.500000,2,24759.000000,30547.000000,27653.000000,Ourense,"Pobra de Trives, A"
320650000002,"32457",32065,1,12881.000000,12881.000000,12881.000000,1,26974.000000,26974.000000,26974.000000,Ourense,Punxín
320790000002,"32691",32079,4,11290.000000,13616.000000,12817.000000,4,27667.000000,33459.000000,30281.750000,Ourense,Taboadela
320130000003,"32522",32013,3,10465.000000,12410.000000,11441.666667,3,22204.000000,26717.000000,24651.000000,Ourense,Boborás
320130000004,"32521",32013,3,8138.000000,11450.000000,10017.666667,3,17973.000000,26717.000000,22298.000000,Ourense,Boborás
320150000001,"32357",32015,2,11234.000000,12432.000000,11833.000000,2,21478.000000,26547.000000,24012.500000,Ourense,"Bolo, O"
320180000002,"32412",32018,3,8317.000000,11914.000000,10635.333333,3,17896.000000,23673.000000,21274.333333,Ourense,Carballeda de Avia
320450000002,"32573",32045,4,9704.000000,11684.000000,11059.250000,4,22602.000000,27017.000000,24437.000000,Ourense,Maside
320450000003,"32575",32045,3,9704.000000,11867.000000,11085.000000,3,22602.000000,27017.000000,25054.000000,Ourense,Maside
320450000004,"32570",32045,2,11590.000000,11684.000000,11637.000000,2,23537.000000,27017.000000,25277.000000,Ourense,Maside
320800000002,"32764",32080,2,12723.000000,13533.000000,13128.000000,2,22888.000000,27337.000000,25112.500000,Ourense,"Teixeira, A"
320360000002,"32678",32036,3,12841.000000,12979.000000,12904.333333,3,25534.000000,28201.000000,26435.000000,Ourense,Xunqueira de Ambía
320360000003,"32670",32036,3,12383.000000,12893.000000,12705.666667,3,22157.000000,25570.000000,24420.333333,Ourense,Xunqueira de Ambía
320370000001,"32708",32037,3,12273.000000,13507.000000,12932.000000,3,24254.000000,27418.000000,25599.666667,Ourense,Xunqueira de Espadanedo
320380000001,"32371",32038,3,11234.000000,13096.000000,12254.000000,3,21478.000000,26547.000000,24469.000000,Ourense,Larouco
320380000002,"32370",32038,2,12432.000000,13096.000000,12764.000000,2,25382.000000,26547.000000,25964.500000,Ourense,Larouco
320590000006,"32152",32059,2,12624.000000,13216.000000,12920.000000,2,24450.000000,28327.000000,26388.500000,Ourense,"Peroxa, A"
320490000005,"32751",32049,3,12378.000000,13533.000000,12975.666667,3,25127.000000,27337.000000,26122.333333,Ourense,Montederramo
320500000002,"32619",32050,3,9654.000000,12062.000000,11079.000000,3,23177.000000,26495.000000,25249.666667,Ourense,Monterrei
320590000007,"32440",32059,4,12479.000000,13315.000000,12781.250000,4,25003.000000,27551.000000,25911.000000,Ourense,"Peroxa, A"
320590000008,"32150",32059,2,12808.000000,13315.000000,13061.500000,2,25564.000000,27551.000000,26557.500000,Ourense,"Peroxa, A"
320500000003,"32624",32050,4,9654.000000,13048.000000,11539.500000,4,23177.000000,26077.000000,24636.750000,Ourense,Monterrei
320510000002,"32899",32051,2,12686.000000,14105.000000,13395.500000,2,24761.000000,27684.000000,26222.500000,Ourense,Muíños
320650000003,"32452",32065,2,12881.000000,13275.000000,13078.000000,2,26974.000000,27690.000000,27332.000000,Ourense,Punxín
320660000002,"32813",32066,2,10996.000000,11356.000000,11176.000000,2,20016.000000,23054.000000,21535.000000,Ourense,Quintela de Leirado
320670000002,"32655",32067,3,12834.000000,13227.000000,13034.666667,3,26724.000000,28965.000000,27661.333333,Ourense,Rairiz de Veiga
320670000003,"32654",32067,2,12313.000000,12834.000000,12573.500000,2,26205.000000,26724.000000,26464.500000,Ourense,Rairiz de Veiga
320810000002,"32920",32081,7,12055.000000,14621.000000,13230.000000,7,25947.000000,35304.000000,31464.285714,Ourense,Toén
320200000005,"32825",32020,3,10813.000000,13631.000000,11784.666667,3,21758.000000,25947.000000,23784.666667,Ourense,Cartelle
320560000002,"32236",32056,3,10170.000000,13199.000000,11912.000000,3,23003.000000,27428.000000,24736.333333,Ourense,Padrenda
320410000001,"32846",32041,3,12686.000000,14152.000000,13647.666667,3,24761.000000,27684.000000,26498.333333,Ourense,Lobeira
320410000002,"32858",32041,3,11356.000000,14152.000000,12731.333333,3,23054.000000,27050.000000,24955.000000,Ourense,Lobeira
320510000003,"32897",32051,2,12686.000000,14105.000000,13395.500000,2,24761.000000,27684.000000,26222.500000,Ourense,Muíños
320690000005,"32400",32069,7,11372.000000,13612.000000,12427.000000,7,23673.000000,31669.000000,27598.285714,Ourense,Ribadavia
320690000006,"32418",32069,4,11372.000000,13308.000000,12446.000000,4,27018.000000,31669.000000,28493.500000,Ourense,Ribadavia
320690000007,"32415",32069,1,12734.000000,12734.000000,12734.000000,1,28025.000000,28025.000000,28025.000000,Ourense,Ribadavia
320180000003,"32413",32018,6,11372.000000,12734.000000,11956.666667,6,22254.000000,29034.000000,25908.666667,Ourense,Carballeda de Avia
320190000001,"32515",32019,8,9704.000000,12431.000000,11433.375000,8,22602.000000,28196.000000,25352.625000,Ourense,"Carballiño, O"
320540000010,"32103",32054,5,11343.000000,14373.000000,13078.000000,5,27877.000000,31867.000000,29637.200000,Ourense,Ourense
320200000004,"32824",32020,4,10813.000000,13631.000000,11561.000000,4,21339.000000,25947.000000,23173.250000,Ourense,Cartelle
320210000001,"32611",32021,3,11349.000000,11855.000000,11532.666667,3,22780.000000,24778.000000,24020.000000,Ourense,Castrelo do Val
320210000002,"32624",32021,2,11394.000000,13048.000000,12221.000000,2,24515.000000,24778.000000,24646.500000,Ourense,Castrelo do Val
320210000003,"32625",32021,2,9654.000000,11394.000000,10524.000000,2,23177.000000,24778.000000,23977.500000,Ourense,Castrelo do Val
320560000003,"32229",32056,2,10170.000000,11698.000000,10934.000000,2,23003.000000,24131.000000,23567.000000,Ourense,Padrenda
320560000004,"32226",32056,3,10170.000000,13199.000000,11689.000000,3,23003.000000,27428.000000,24854.000000,Ourense,Padrenda
320570000001,"32748",32057,1,14596.000000,14596.000000,14596.000000,1,26205.000000,26205.000000,26205.000000,Ourense,Parada de Sil
320450000005,"32574",32045,5,11590.000000,13474.000000,12613.200000,5,23537.000000,30290.000000,27382.200000,Ourense,Maside
320450000006,"32573",32045,2,11684.000000,12881.000000,12282.500000,2,26974.000000,27017.000000,26995.500000,Ourense,Maside
320340000001,"32548",32034,3,11472.000000,12615.000000,11936.333333,3,22968.000000,25788.000000,24465.333333,Ourense,"Gudiña, A"
320270000002,"32211",32027,3,11398.000000,13308.000000,12149.000000,3,21478.000000,31669.000000,25861.000000,Ourense,Cortegada
320270000003,"32200",32027,2,11741.000000,12367.000000,12054.000000,2,23778.000000,24436.000000,24107.000000,Ourense,Cortegada
320010000003,"32668",32001,4,12841.000000,13515.000000,13118.500000,4,25534.000000,29859.000000,28243.500000,Ourense,Allariz
320010000004,"32669",32001,4,12979.000000,13616.000000,13194.250000,4,28201.000000,31098.000000,29530.750000,Ourense,Allariz
320010000005,"32660",32001,2,13139.000000,14308.000000,13723.500000,2,29859.000000,35492.000000,32675.500000,Ourense,Allariz
320010000006,"32664",32001,4,12979.000000,14308.000000,13367.250000,4,28201.000000,35492.000000,30629.250000,Ourense,Allariz
320010000001,"32666",32001,4,12979.000000,13669.000000,13229.500000,4,27295.000000,29705.000000,28541.500000,Ourense,Allariz
320010000002,"32667",32001,6,12383.000000,13669.000000,13009.000000,6,22157.000000,29859.000000,27403.500000,Ourense,Allariz
320090000004,"32300",32009,9,12448.000000,14330.000000,13175.444444,9,28146.000000,33162.000000,30849.666667,Ourense,"Barco de Valdeorras, O"
320090000005,"32336",32009,4,12448.000000,13811.000000,13103.500000,4,28146.000000,30980.000000,29422.750000,Ourense,"Barco de Valdeorras, O"
320090000006,"32315",32009,6,12360.000000,14330.000000,13021.833333,6,28146.000000,33162.000000,30232.166667,Ourense,"Barco de Valdeorras, O"
320010000007,"32665",32001,4,12834.000000,14308.000000,13291.000000,4,26724.000000,35492.000000,29845.500000,Ourense,Allariz
320010000008,"32660",32001,1,13043.000000,13043.000000,13043.000000,1,28965.000000,28965.000000,28965.000000,Ourense,Allariz
320010000009,"32660",32001,2,12834.000000,13043.000000,12938.500000,2,26724.000000,28965.000000,27844.500000,Ourense,Allariz
320020000001,"32980",32002,4,13166.000000,14373.000000,13783.750000,4,28945.000000,31867.000000,30441.000000,Ourense,Amoeiro
320020000002,"32170",32002,6,11590.000000,14159.000000,13086.166667,6,23537.000000,30662.000000,28150.666667,Ourense,Amoeiro
320050000001,"32632",32005,3,11357.000000,12505.000000,11793.666667,3,22469.000000,26534.000000,24758.000000,Ourense,Baltar
320050000002,"32646",32005,2,12117.000000,12505.000000,12311.000000,2,22634.000000,26534.000000,24584.000000,Ourense,Baltar
320700000001,"32779",32070,3,12566.000000,13533.000000,12906.666667,3,23792.000000,27337.000000,25513.333333,Ourense,San Xoán de Río
320750000001,"32910",32075,5,12771.000000,14468.000000,13634.000000,5,27119.000000,34939.000000,31401.000000,Ourense,San Cibrao das Viñas
320130000001,"32523",32013,4,8138.000000,12410.000000,9832.500000,4,17896.000000,25032.000000,20776.250000,Ourense,Boborás
320150000002,"32372",32015,5,11234.000000,13096.000000,12425.400000,5,21478.000000,28540.000000,24960.200000,Ourense,"Bolo, O"
320150000003,"32373",32015,3,11234.000000,12842.000000,12199.666667,3,21478.000000,28540.000000,24290.666667,Ourense,"Bolo, O"
320160000001,"32646",32016,2,12117.000000,12505.000000,12311.000000,2,22634.000000,26534.000000,24584.000000,Ourense,Calvos de Randín
320160000002,"32644",32016,2,12117.000000,12313.000000,12215.000000,2,22634.000000,26205.000000,24419.500000,Ourense,Calvos de Randín
320180000001,"32412",32018,2,11372.000000,11675.000000,11523.500000,2,22254.000000,27262.000000,24758.000000,Ourense,Carballeda de Avia
320710000001,"32611",32071,5,10922.000000,12615.000000,11627.000000,5,21212.000000,25788.000000,23812.000000,Ourense,Riós
320720000001,"32357",32072,8,12164.000000,13279.000000,12712.875000,8,19159.000000,28856.000000,26589.375000,Ourense,"Rúa, A"
320850000001,"32698",32085,4,10569.000000,11855.000000,11090.750000,4,21212.000000,25213.000000,23942.750000,Ourense,Verín
320800000001,"32765",32080,5,12671.000000,14596.000000,13307.800000,5,22888.000000,27337.000000,25002.600000,Ourense,"Teixeira, A"
320810000001,"32930",32081,6,12370.000000,14621.000000,13573.500000,6,25947.000000,35304.000000,30409.666667,Ourense,Toén
320740000001,"32455",32074,4,10886.000000,13275.000000,11928.000000,4,24158.000000,27690.000000,26102.000000,Ourense,San Amaro
320760000001,"32141",32076,6,11590.000000,14159.000000,13088.833333,6,23537.000000,33222.000000,29148.166667,Ourense,San Cristovo de Cea
320770000001,"32692",32077,7,11049.000000,13669.000000,12272.285714,7,22157.000000,29705.000000,26756.428571,Ourense,Sandiás
320780000001,"32636",32078,3,11049.000000,14006.000000,12851.333333,3,26142.000000,26231.000000,26180.000000,Ourense,Sarreaus
320660000001,"32814",32066,8,10813.000000,13199.000000,11493.125000,8,20016.000000,27428.000000,23047.000000,Ourense,Quintela de Leirado
320790000001,"32690",32079,5,12771.000000,13616.000000,13184.800000,5,28201.000000,31098.000000,29309.400000,Ourense,Taboadela
320820000001,"32695",32082,4,11049.000000,11519.000000,11282.750000,4,22469.000000,26142.000000,24489.500000,Ourense,Trasmiras
320190000003,"32500",32019,10,9704.000000,12431.000000,11328.400000,10,22602.000000,28196.000000,25660.700000,Ourense,"Carballiño, O"
320190000002,"32534",32019,8,10886.000000,12431.000000,11566.500000,8,24158.000000,28196.000000,25745.250000,Ourense,"Carballiño, O"
320190000004,"32516",32019,5,10886.000000,12431.000000,11765.600000,5,24158.000000,28196.000000,25746.800000,Ourense,"Carballiño, O"
320200000001,"32826",32020,5,10813.000000,13495.000000,11662.200000,5,21758.000000,33290.000000,25878.400000,Ourense,Cartelle
320200000002,"32823",32020,3,11398.000000,13631.000000,12586.666667,3,21478.000000,25947.000000,24410.000000,Ourense,Cartelle
320200000003,"32820",32020,5,10890.000000,13631.000000,12204.000000,5,21339.000000,27018.000000,24317.400000,Ourense,Cartelle
320610000001,"32137",32061,4,11170.000000,12976.000000,12243.500000,4,27875.000000,32656.000000,29427.250000,Ourense,Piñor
320620000001,"32643",32062,5,12117.000000,14105.000000,12811.000000,5,22634.000000,27684.000000,25601.600000,Ourense,Porqueira
320630000001,"32789",32063,3,12226.000000,14379.000000,13042.666667,3,24759.000000,30547.000000,27948.666667,Ourense,"Pobra de Trives, A"
320140000001,"32812",32014,6,11356.000000,13313.000000,12303.166667,6,23054.000000,28965.000000,25795.333333,Ourense,"Bola, A"
320160000003,"32648",32016,4,12117.000000,12505.000000,12276.250000,4,22634.000000,26534.000000,24786.500000,Ourense,Calvos de Randín
320480000001,"32548",32048,4,11472.000000,12805.000000,12072.000000,4,20084.000000,24640.000000,22363.000000,Ourense,"Mezquita, A"
320860000001,"32558",32086,5,11472.000000,15773.000000,13087.400000,5,20084.000000,28349.000000,23928.400000,Ourense,Viana do Bolo
320570000002,"32749",32057,3,12671.000000,14596.000000,13527.333333,3,23456.000000,27551.000000,25737.333333,Ourense,Parada de Sil
320830000001,"32365",32083,3,12842.000000,15773.000000,14238.000000,3,22854.000000,32372.000000,26871.000000,Ourense,"Veiga, A"
320170000001,"32336",32017,4,12842.000000,16518.000000,14808.000000,4,22854.000000,33196.000000,28452.250000,Ourense,Carballeda de Valdeorras
320180000004,"32433",32018,3,11675.000000,12324.000000,12001.333333,3,22254.000000,25204.000000,23907.000000,Ourense,Carballeda de Avia
320200000006,"32821",32020,8,10910.000000,14621.000000,12967.875000,8,23649.000000,35304.000000,29158.500000,Ourense,Cartelle
320230000001,"32766",32023,5,11858.000000,13533.000000,12649.800000,5,23456.000000,27337.000000,25275.200000,Ourense,Castro Caldelas
320250000001,"32454",32025,4,11867.000000,13275.000000,12550.000000,4,24263.000000,28025.000000,26380.250000,Ourense,Cenlle
320570000003,"32740",32057,2,12671.000000,14596.000000,13633.500000,2,23456.000000,26205.000000,24830.500000,Ourense,Parada de Sil
320570000004,"32747",32057,2,12671.000000,14596.000000,13633.500000,2,23456.000000,26205.000000,24830.500000,Ourense,Parada de Sil
320270000001,"32213",32027,4,11741.000000,13308.000000,12653.750000,4,23778.000000,31669.000000,26827.750000,Ourense,Cortegada
320290000001,"32786",32029,6,12226.000000,13048.000000,12655.000000,6,24515.000000,28540.000000,25803.833333,Ourense,Chandrexa de Queixa
320320000001,"32631",32032,8,10996.000000,13499.000000,11806.750000,8,24076.000000,29588.000000,26398.250000,Ourense,Xinzo de Limia
320230000006,"32769",32023,2,12566.000000,13533.000000,13049.500000,2,23792.000000,27337.000000,25564.500000,Ourense,Castro Caldelas
320230000007,"32769",32023,4,12378.000000,13533.000000,12873.250000,4,23792.000000,27337.000000,25539.750000,Ourense,Castro Caldelas
320090000001,"32314",32009,7,12448.000000,14099.000000,13235.000000,7,22854.000000,32372.000000,29111.428571,Ourense,"Barco de Valdeorras, O"
320230000008,"32764",32023,4,11858.000000,13533.000000,12696.250000,4,22888.000000,27337.000000,25015.250000,Ourense,Castro Caldelas
320880000001,"32348",32088,9,12164.000000,14654.000000,13162.111111,9,19159.000000,32184.000000,27617.333333,Ourense,Vilamartín de Valdeorras
320730000001,"32311",32073,5,12565.000000,14458.000000,13660.200000,5,27696.000000,32372.000000,29727.600000,Ourense,Rubiá
320230000002,"32774",32023,2,12723.000000,13533.000000,13128.000000,2,22888.000000,27337.000000,25112.500000,Ourense,Castro Caldelas
320230000003,"32764",32023,2,12723.000000,13533.000000,13128.000000,2,22888.000000,27337.000000,25112.500000,Ourense,Castro Caldelas
320230000004,"32760",32023,1,13533.000000,13533.000000,13533.000000,1,27337.000000,27337.000000,27337.000000,Ourense,Castro Caldelas
320230000005,"32794",32023,2,12566.000000,13533.000000,13049.500000,2,23792.000000,27337.000000,25564.500000,Ourense,Castro Caldelas
320120000001,"32634",32012,4,11357.000000,12505.000000,12047.500000,4,23773.000000,26534.000000,25216.500000,Ourense,"Blancos, Os"
320130000005,"32514",32013,7,8138.000000,12324.000000,10473.857143,7,17896.000000,26717.000000,22658.714286,Ourense,Boborás
320580000001,"32791",32058,4,12936.000000,15121.000000,13671.500000,4,27774.000000,38497.000000,32249.500000,Ourense,"Pereiro de Aguiar, O"
320150000004,"32375",32015,5,11234.000000,13061.000000,12226.400000,5,21478.000000,28540.000000,24837.800000,Ourense,"Bolo, O"
320190000005,"32510",32019,7,9704.000000,12976.000000,11669.285714,7,22602.000000,28348.000000,25340.857143,Ourense,"Carballiño, O"
320260000001,"32950",32026,6,12808.000000,14373.000000,13396.166667,6,25564.000000,32902.000000,29277.000000,Ourense,Coles
320210000004,"32626",32021,7,9654.000000,13048.000000,11807.714286,7,22780.000000,25979.000000,24502.714286,Ourense,Castrelo do Val
320220000001,"32430",32022,6,12370.000000,13729.000000,12992.833333,6,25805.000000,29721.000000,27991.000000,Ourense,Castrelo de Miño
320240000001,"32817",32024,5,11356.000000,11775.000000,11559.400000,5,23054.000000,27202.000000,25209.200000,Ourense,Celanova
320520000001,"32161",32052,5,12936.000000,13532.000000,13248.800000,5,27551.000000,34017.000000,30190.800000,Ourense,Nogueira de Ramuín
320520000002,"32448",32052,3,12479.000000,13364.000000,13052.666667,3,25526.000000,32902.000000,28659.666667,Ourense,Nogueira de Ramuín
320550000001,"32111",32055,4,12526.000000,13532.000000,13116.500000,4,25570.000000,29647.000000,28326.750000,Ourense,Paderne de Allariz
320550000002,"32111",32055,2,13515.000000,13532.000000,13523.500000,2,28710.000000,29380.000000,29045.000000,Ourense,Paderne de Allariz
320560000001,"32228",32056,2,10170.000000,11698.000000,10934.000000,2,23003.000000,24131.000000,23567.000000,Ourense,Padrenda
320420000001,"32879",32042,2,12431.000000,14105.000000,13268.000000,2,25480.000000,27684.000000,26582.000000,Ourense,Lobios
320440000001,"32785",32044,6,11234.000000,13096.000000,12215.000000,6,21478.000000,28540.000000,24851.000000,Ourense,Manzaneda
320450000001,"32577",32045,6,9704.000000,13437.000000,11775.000000,6,22602.000000,30290.000000,26064.333333,Ourense,Maside
320460000001,"32411",32046,4,11372.000000,12009.000000,11742.500000,4,22254.000000,27262.000000,24800.250000,Ourense,Melón
320470000001,"32830",32047,5,11498.000000,14468.000000,13128.200000,5,25523.000000,33290.000000,30217.000000,Ourense,"Merca, A"
320490000001,"32790",32049,4,12273.000000,14596.000000,13152.000000,4,22888.000000,26205.000000,24618.500000,Ourense,Montederramo
320520000003,"32160",32052,4,12479.000000,13532.000000,13105.750000,4,25526.000000,28710.000000,27390.250000,Ourense,Nogueira de Ramuín
320330000001,"32211",32033,5,10890.000000,13631.000000,12391.600000,5,21339.000000,31669.000000,25247.600000,Ourense,Gomesende
320340000002,"32540",32034,2,11472.000000,12615.000000,12043.500000,2,22968.000000,25788.000000,24378.000000,Ourense,"Gudiña, A"
320340000003,"32546",32034,3,11349.000000,12739.000000,12234.333333,3,22780.000000,25979.000000,24849.000000,Ourense,"Gudiña, A"
320340000004,"32547",32034,3,11349.000000,12615.000000,11812.000000,3,22780.000000,25788.000000,23845.333333,Ourense,"Gudiña, A"
320340000005,"32545",32034,2,11349.000000,12615.000000,11982.000000,2,22780.000000,25788.000000,24284.000000,Ourense,"Gudiña, A"
320350000001,"32539",32035,6,11259.000000,12681.000000,11924.333333,6,24592.000000,27875.000000,26153.666667,Ourense,"Irixo, O"
320060000001,"32840",32006,2,11356.000000,12686.000000,12021.000000,2,23054.000000,24761.000000,23907.500000,Ourense,Bande
320070000001,"32701",32007,5,12273.000000,14006.000000,12816.200000,5,22157.000000,29647.000000,25571.800000,Ourense,Baños de Molgas
320540000001,"32981",32054,8,9107.000000,14789.000000,12991.250000,8,20100.000000,31987.000000,28925.125000,Ourense,Ourense
320560000005,"32227",32056,3,10996.000000,13199.000000,11964.333333,3,20016.000000,27428.000000,23858.333333,Ourense,Padrenda
320580000002,"32792",32058,6,12936.000000,16529.000000,14545.166667,6,28710.000000,40442.000000,35099.500000,Ourense,"Pereiro de Aguiar, O"
320420000002,"32895",32042,1,12431.000000,12431.000000,12431.000000,1,25480.000000,25480.000000,25480.000000,Ourense,Lobios
320420000003,"32869",32042,2,11946.000000,12431.000000,12188.500000,2,25317.000000,25480.000000,25398.500000,Ourense,Lobios
320430000005,"32708",32043,3,12273.000000,13507.000000,12768.666667,3,24254.000000,29647.000000,27106.333333,Ourense,Maceda
320430000006,"32740",32043,2,12273.000000,13016.000000,12644.500000,2,24254.000000,25127.000000,24690.500000,Ourense,Maceda
320440000002,"32781",32044,2,12226.000000,12523.000000,12374.500000,2,24759.000000,28540.000000,26649.500000,Ourense,Manzaneda
320440000003,"32784",32044,2,11234.000000,12523.000000,11878.500000,2,21478.000000,28540.000000,25009.000000,Ourense,Manzaneda
320420000004,"32870",32042,2,11946.000000,12431.000000,12188.500000,2,25317.000000,25480.000000,25398.500000,Ourense,Lobios
320420000005,"32892",32042,4,11946.000000,14152.000000,13158.500000,4,25317.000000,27684.000000,26382.750000,Ourense,Lobios
320430000001,"32707",32043,2,12273.000000,13016.000000,12644.500000,2,24254.000000,25127.000000,24690.500000,Ourense,Maceda
320430000002,"32703",32043,4,12526.000000,13532.000000,13114.500000,4,25570.000000,29647.000000,27836.250000,Ourense,Maceda
320430000003,"32700",32043,1,12526.000000,12526.000000,12526.000000,1,29647.000000,29647.000000,29647.000000,Ourense,Maceda
